"playerID","yearID","lgID"
"dimagdo01",1949,"AL"
"dimagdo01",1950,"AL"
"dimagdo01",1951,"AL"
"dimagdo01",1952,"AL"
"dimagjo01",1936,"AL"
"dimagjo01",1937,"AL"
"dimagjo01",1938,"AL"
"dimagjo01",1939,"AL"
"dimagjo01",1940,"AL"
"dimagjo01",1941,"AL"
"dimagjo01",1942,"AL"
"dimagjo01",1946,"AL"
"dimagjo01",1947,"AL"
"dimagjo01",1948,"AL"
"dimagjo01",1949,"AL"
"dimagjo01",1950,"AL"
"dimagjo01",1951,"AL"
"dimagvi01",1943,"NL"
"dimagvi01",1944,"NL"
"disarga01",1995,"AL"
"dobsojo01",1948,"AL"
"dobsopa01",1972,"AL"
"dobyla01",1949,"AL"
"dobyla01",1950,"AL"
"dobyla01",1951,"AL"
"dobyla01",1952,"AL"
"dobyla01",1953,"AL"
"dobyla01",1954,"AL"
"dobyla01",1955,"AL"
"doerrbo01",1941,"AL"
"doerrbo01",1942,"AL"
"doerrbo01",1943,"AL"
"doerrbo01",1944,"AL"
"doerrbo01",1946,"AL"
"doerrbo01",1947,"AL"
"doerrbo01",1948,"AL"
"doerrbo01",1950,"AL"
"doerrbo01",1951,"AL"
"donnebr01",2003,"AL"
"donovdi01",1955,"AL"
"donovdi01",1961,"AL"
"donovdi01",1962,"AL"
"dotsori01",1984,"AL"
"downial01",1967,"AL"
"downibr01",1979,"AL"
"drabedo01",1994,"NL"
"draveda01",1983,"NL"
"drewjd01",2008,"AL"
"dropowa01",1950,"AL"
"drysddo01",1959,"NL"
"drysddo01",1961,"NL"
"drysddo01",1962,"NL"
"drysddo01",1963,"NL"
"drysddo01",1964,"NL"
"drysddo01",1965,"NL"
"drysddo01",1967,"NL"
"drysddo01",1968,"NL"
"duchsju01",2005,"AL"
"duchsju01",2008,"AL"
"dukeza01",2009,"NL"
"duncada01",1971,"AL"
"duncama01",1994,"NL"
"dunnad01",2002,"NL"
"dunstsh01",1988,"NL"
"dunstsh01",1990,"NL"
"durenry01",1958,"AL"
"durenry01",1959,"AL"
"durenry01",1961,"AL"
"durhale01",1982,"NL"
"durhale01",1983,"NL"
"durhara01",1998,"AL"
"durhara01",2000,"AL"
"durocle01",1936,"NL"
"durocle01",1938,"NL"
"durocle01",1940,"NL"
"dyeje01",2000,"AL"
"dyeje01",2006,"AL"
"dykesji01",1933,"AL"
"dykesji01",1934,"AL"
"dykstle01",1990,"NL"
"dykstle01",1994,"NL"
"dykstle01",1995,"NL"
"earlyja01",1943,"AL"
"easleda01",1998,"AL"
"easlemi01",1981,"NL"
"eckerde01",1977,"AL"
"eckerde01",1982,"AL"
"eckerde01",1988,"AL"
"eckerde01",1990,"AL"
"eckerde01",1991,"AL"
"eckerde01",1992,"AL"
"eckstda01",2005,"NL"
"eckstda01",2006,"NL"
"edmonji01",1995,"AL"
"edmonji01",2000,"NL"
"edmonji01",2003,"NL"
"edmonji01",2005,"NL"
"edwarbr01",1947,"NL"
"edwarbr01",1951,"NL"
"edwarjo01",1963,"NL"
"edwarjo01",1964,"NL"
"edwarjo01",1965,"NL"
"elliobo01",1941,"NL"
"elliobo01",1942,"NL"
"elliobo01",1944,"NL"
"elliobo01",1945,"NL"
"elliobo01",1947,"NL"
"elliobo01",1948,"NL"
"elliobo01",1951,"NL"
"ellisdo01",1971,"NL"
"ellissa01",1965,"NL"
"ellswdi01",1964,"NL"
"elstodo01",1959,"NL"
"engleda01",1984,"AL"
"engliwo01",1933,"NL"
"ennisde01",1946,"NL"
"ennisde01",1951,"NL"
"ennisde01",1955,"NL"
"ensbemo01",2005,"NL"
"ericksc01",1991,"AL"
"erskica01",1954,"NL"
"erstada01",1998,"AL"
"erstada01",2000,"AL"
"estessh01",1997,"NL"
"estrach01",1960,"AL"
"estrajo01",2004,"NL"
"etchean01",1966,"AL"
"etchean01",1967,"AL"
"ethiean01",2010,"NL"
"ettenni01",1945,"AL"
"evansda01",1973,"NL"
"evansda01",1983,"NL"
"evansdw01",1978,"AL"
"evansdw01",1981,"AL"
"evansdw01",1987,"AL"
"evereca01",2000,"AL"
"evereca01",2003,"AL"
"eversho01",1948,"AL"
"eversho01",1950,"AL"
"facero01",1959,"NL"
"facero01",1960,"NL"
"facero01",1961,"NL"
"fainfe01",1950,"AL"
"fainfe01",1951,"AL"
"fainfe01",1952,"AL"
"fainfe01",1953,"AL"
"fainfe01",1954,"AL"
"fairlro01",1973,"NL"
"fairlro01",1977,"AL"
"farmeed01",1980,"AL"
"farretu01",1958,"NL"
"farretu01",1962,"NL"
"farretu01",1964,"NL"
"farretu01",1965,"NL"
"felizne01",2010,"AL"
"fellebo01",1938,"AL"
"fellebo01",1939,"AL"
"fellebo01",1940,"AL"
"fellebo01",1941,"AL"
"fellebo01",1946,"AL"
"fellebo01",1947,"AL"
"fellebo01",1948,"AL"
"fellebo01",1950,"AL"
"fernasi01",1986,"NL"
"fernasi01",1987,"NL"
"fernato01",1986,"AL"
"fernato01",1987,"AL"
"fernato01",1989,"AL"
"fernato01",1992,"NL"
"fernato01",1999,"AL"
"ferreri01",1933,"AL"
"ferreri01",1934,"AL"
"ferreri01",1935,"AL"
"ferreri01",1936,"AL"
"ferreri01",1937,"AL"
"ferreri01",1938,"AL"
"ferreri01",1944,"AL"
"ferreri01",1945,"AL"
"ferrewe01",1933,"AL"
"ferrewe01",1937,"AL"
"ferrida01",1945,"AL"
"ferrida01",1946,"AL"
"fettelo01",1939,"NL"
"fickro01",2002,"AL"
"fidryma01",1976,"AL"
"fidryma01",1977,"AL"
"fieldce01",1990,"AL"
"fieldce01",1991,"AL"
"fieldce01",1993,"AL"
"fieldpr01",2007,"NL"
"fieldpr01",2009,"NL"
"figgich01",2009,"AL"
"fingero01",1973,"AL"
"fingero01",1974,"AL"
"fingero01",1975,"AL"
"fingero01",1976,"AL"
"fingero01",1978,"NL"
"fingero01",1981,"AL"
"fingero01",1982,"AL"
"finigji01",1954,"AL"
"finigji01",1955,"AL"
"finlech01",1989,"AL"
"finlech01",1990,"AL"
"finlech01",1995,"AL"
"finlech01",1996,"AL"
"finlech01",2000,"AL"
"finlest01",1997,"NL"
"finlest01",2000,"NL"
"finnelo01",1940,"AL"
"fisheed02",1965,"AL"
"fiskca01",1972,"AL"
"fiskca01",1973,"AL"
"fiskca01",1974,"AL"
"fiskca01",1976,"AL"
"fiskca01",1977,"AL"
"fiskca01",1978,"AL"
"fiskca01",1980,"AL"
"fiskca01",1981,"AL"
"fiskca01",1982,"AL"
"fiskca01",1985,"AL"
"fiskca01",1991,"AL"
"flanami01",1978,"AL"
"fletcda01",1994,"NL"
"fletcel01",1943,"NL"
"floodcu01",1964,"NL"
"floodcu01",1966,"NL"
"floodcu01",1968,"NL"
"floydcl01",2001,"NL"
"foileha01",1957,"NL"
"fordwh01",1954,"AL"
"fordwh01",1955,"AL"
"fordwh01",1956,"AL"
"fordwh01",1958,"AL"
"fordwh01",1959,"AL"
"fordwh01",1960,"AL"
"fordwh01",1961,"AL"
"fordwh01",1964,"AL"
"fornimi01",1961,"AL"
"forscke01",1976,"NL"
"forscke01",1981,"AL"
"fossera01",1970,"AL"
"fossera01",1971,"AL"
"fostege01",1976,"NL"
"fostege01",1977,"NL"
"fostege01",1978,"NL"
"fostege01",1979,"NL"
"fostege01",1981,"NL"
"foulkke01",2003,"AL"
"foxne01",1951,"AL"
"foxne01",1952,"AL"
"foxne01",1953,"AL"
"foxne01",1954,"AL"
"foxne01",1955,"AL"
"foxne01",1956,"AL"
"foxne01",1957,"AL"
"foxne01",1958,"AL"
"foxne01",1959,"AL"
"foxne01",1960,"AL"
"foxne01",1961,"AL"
"foxne01",1963,"AL"
"foxpe01",1944,"AL"
"foxxji01",1933,"AL"
"foxxji01",1934,"AL"
"foxxji01",1935,"AL"
"foxxji01",1936,"AL"
"foxxji01",1937,"AL"
"foxxji01",1938,"AL"
"foxxji01",1939,"AL"
"foxxji01",1940,"AL"
"foxxji01",1941,"AL"
"francjo01",1986,"NL"
"francjo01",1987,"NL"
"francjo01",1989,"NL"
"francjo01",1990,"NL"
"francju01",1989,"AL"
"francju01",1990,"AL"
"francju01",1991,"AL"
"francti01",1961,"AL"
"frankfr02",1934,"NL"
"frankry01",2009,"NL"
"freehbi01",1964,"AL"
"freehbi01",1965,"AL"
"freehbi01",1966,"AL"
"freehbi01",1967,"AL"
"freehbi01",1968,"AL"
"freehbi01",1969,"AL"
"freehbi01",1970,"AL"
"freehbi01",1971,"AL"
"freehbi01",1972,"AL"
"freehbi01",1973,"AL"
"freehbi01",1975,"AL"
"fregoji01",1964,"AL"
"fregoji01",1966,"AL"
"fregoji01",1967,"AL"
"fregoji01",1968,"AL"
"fregoji01",1969,"AL"
"fregoji01",1970,"AL"
"frencla01",1940,"NL"
"freylo01",1939,"NL"
"freylo01",1941,"NL"
"freylo01",1943,"NL"
"frienbo01",1956,"NL"
"frienbo01",1958,"NL"
"frienbo01",1960,"NL"
"friscfr01",1933,"NL"
"friscfr01",1934,"NL"
"friscfr01",1935,"NL"
"frymatr01",1992,"AL"
"frymatr01",1993,"AL"
"frymatr01",1994,"AL"
"frymatr01",1996,"AL"
"frymatr01",2000,"AL"
"frymawo01",1968,"NL"
"frymawo01",1976,"NL"
"fuentbr01",2005,"NL"
"fuentbr01",2006,"NL"
"fuentbr01",2007,"NL"
"fuentbr01",2009,"AL"
"fukudko01",2008,"NL"
"furcara01",2003,"NL"
"furcara01",2010,"NL"
"furilca01",1952,"NL"
"furilca01",1953,"NL"
"gaettga01",1988,"AL"
"gaettga01",1989,"AL"
"gagneer01",2002,"NL"
"gagneer01",2003,"NL"
"gagneer01",2004,"NL"
"galanau01",1936,"NL"
"galanau01",1943,"NL"
"galanau01",1944,"NL"
"galaran01",1988,"NL"
"galaran01",1993,"NL"
"galaran01",1997,"NL"
"galaran01",1998,"NL"
"galaran01",2000,"NL"
"gallayo01",2010,"NL"
"gantro01",1992,"NL"
"gantro01",1995,"NL"
"garcica01",1994,"NL"
"garcida01",1984,"AL"
"garcida01",1985,"AL"
"garcifr02",2001,"AL"
"garcifr02",2002,"AL"
"garcimi01",1952,"AL"
"garcimi01",1953,"AL"
"garcimi01",1954,"AL"
"garcino01",1997,"AL"
"garcino01",1999,"AL"
"garcino01",2000,"AL"
"garcino01",2002,"AL"
"garcino01",2003,"AL"
"garcino01",2006,"NL"
"garlajo01",2005,"AL"
"garneph01",1976,"AL"
"garneph01",1980,"NL"
"garneph01",1981,"NL"
"garresc01",1985,"NL"
"garrra01",1974,"NL"
"garvene01",1951,"AL"
"garvest01",1974,"NL"
"garvest01",1975,"NL"
"garvest01",1976,"NL"
"garvest01",1977,"NL"
"garvest01",1978,"NL"
"garvest01",1979,"NL"
"garvest01",1980,"NL"
"garvest01",1981,"NL"
"garvest01",1984,"NL"
"garvest01",1985,"NL"
"gastoci01",1970,"NL"
"gedmari01",1985,"AL"
"gedmari01",1986,"AL"
"gehrich01",1933,"AL"
"gehrich01",1934,"AL"
"gehrich01",1935,"AL"
"gehrich01",1936,"AL"
"gehrich01",1937,"AL"
"gehrich01",1938,"AL"
"gehrilo01",1933,"AL"
"gehrilo01",1934,"AL"
"gehrilo01",1935,"AL"
"gehrilo01",1936,"AL"
"gehrilo01",1937,"AL"
"gehrilo01",1938,"AL"
"gehrilo01",1939,"AL"
"gentiji01",1960,"AL"
"gentiji01",1961,"AL"
"gentiji01",1962,"AL"
"giambja01",2000,"AL"
"giambja01",2001,"AL"
"giambja01",2002,"AL"
"giambja01",2003,"AL"
"giambja01",2004,"AL"
"gibsobo01",1962,"NL"
"gibsobo01",1965,"NL"
"gibsobo01",1966,"NL"
"gibsobo01",1967,"NL"
"gibsobo01",1968,"NL"
"gibsobo01",1969,"NL"
"gibsobo01",1970,"NL"
"gibsobo01",1972,"NL"
"gilesbr02",2000,"NL"
"gilesbr02",2001,"NL"
"gilesma01",2003,"NL"
"gilliji01",1956,"NL"
"gilliji01",1959,"NL"
"girarjo01",2000,"NL"
"giustda01",1973,"NL"
"glaustr01",2000,"AL"
"glaustr01",2001,"AL"
"glaustr01",2003,"AL"
"glaustr01",2006,"AL"
"glavito02",1991,"NL"
"glavito02",1992,"NL"
"glavito02",1993,"NL"
"glavito02",1996,"NL"
"glavito02",1997,"NL"
"glavito02",1998,"NL"
"glavito02",2000,"NL"
"glavito02",2002,"NL"
"glavito02",2004,"NL"
"glavito02",2006,"NL"
"gomezle01",1933,"AL"
"gomezle01",1934,"AL"
"gomezle01",1935,"AL"
"gomezle01",1936,"AL"
"gomezle01",1937,"AL"
"gomezle01",1938,"AL"
"gomezle01",1939,"AL"
"gonzaad01",2008,"NL"
"gonzaad01",2009,"NL"
"gonzaad01",2010,"NL"
"gonzaal02",1999,"NL"
"gonzaju03",1993,"AL"
"gonzaju03",1998,"AL"
"gonzaju03",2001,"AL"
"gonzalu01",1999,"NL"
"gonzalu01",2001,"NL"
"gonzalu01",2002,"NL"
"gonzalu01",2003,"NL"
"gonzalu01",2005,"NL"
"goodedw01",1984,"NL"
"goodedw01",1985,"NL"
"goodedw01",1986,"NL"
"goodedw01",1988,"NL"
"goodmbi01",1949,"AL"
"goodmbi01",1953,"AL"
"goodmiv01",1938,"NL"
"goodmiv01",1939,"NL"
"gordojo01",1939,"AL"
"gordojo01",1940,"AL"
"gordojo01",1941,"AL"
"gordojo01",1942,"AL"
"gordojo01",1943,"AL"
"gordojo01",1946,"AL"
"gordojo01",1947,"AL"
"gordojo01",1948,"AL"
"gordojo01",1949,"AL"
"gordosi01",1948,"NL"
"gordosi01",1949,"NL"
"gordoto01",1998,"AL"
"gordoto01",2004,"AL"
"gordoto01",2006,"NL"
"gosligo01",1936,"AL"
"gossari01",1975,"AL"
"gossari01",1976,"AL"
"gossari01",1977,"NL"
"gossari01",1978,"AL"
"gossari01",1980,"AL"
"gossari01",1981,"AL"
"gossari01",1982,"AL"
"gossari01",1984,"NL"
"gossari01",1985,"NL"
"grababi01",1970,"NL"
"gracema01",1993,"NL"
"gracema01",1995,"NL"
"gracema01",1997,"NL"
"grandcu01",2009,"AL"
"grantmu01",1963,"AL"
"grantmu01",1965,"AL"
"graveda01",2000,"NL"
"graveda01",2004,"NL"
"grayte01",1950,"AL"
"greenha01",1937,"AL"
"greenha01",1938,"AL"
"greenha01",1939,"AL"
"greenha01",1940,"AL"
"greenha01",1945,"AL"
"greenmi01",1988,"AL"
"greenmi01",1989,"AL"
"greensh01",1999,"AL"
"greensh01",2002,"NL"
"greenty01",1995,"NL"
"greggha01",1945,"NL"
"greinza01",2009,"AL"
"grichbo01",1972,"AL"
"grichbo01",1974,"AL"
"grichbo01",1976,"AL"
"grichbo01",1979,"AL"
"grichbo01",1980,"AL"
"grichbo01",1982,"AL"
"grievbe01",1998,"AL"
"griffal01",1984,"AL"
"griffke01",1976,"NL"
"griffke01",1977,"NL"
"griffke01",1980,"NL"
"griffke02",1990,"AL"
"griffke02",1991,"AL"
"griffke02",1992,"AL"
"griffke02",1993,"AL"
"griffke02",1994,"AL"
"griffke02",1995,"AL"
"griffke02",1996,"AL"
"griffke02",1997,"AL"
"griffke02",1998,"AL"
"griffke02",1999,"AL"
"griffke02",2000,"NL"
"griffke02",2004,"NL"
"griffke02",2007,"NL"
"grimbo01",1957,"AL"
"grimeos01",1945,"AL"
"grimsro02",1978,"NL"
"grissle01",1937,"NL"
"grissma01",1954,"NL"
"grissma02",1993,"NL"
"grissma02",1994,"NL"
"groatdi01",1959,"NL"
"groatdi01",1960,"NL"
"groatdi01",1962,"NL"
"groatdi01",1963,"NL"
"groatdi01",1964,"NL"
"gromest01",1945,"AL"
"grosske01",1988,"NL"
"grosswa01",1977,"AL"
"groteje01",1968,"NL"
"groteje01",1974,"NL"
"grovele01",1933,"AL"
"grovele01",1935,"AL"
"grovele01",1936,"AL"
"grovele01",1937,"AL"
"grovele01",1938,"AL"
"grovele01",1939,"AL"
"groveor01",1944,"AL"
"grubbjo01",1974,"NL"
"grubeke01",1989,"AL"
"grubeke01",1990,"AL"
"grudzma01",1996,"NL"
"guarded01",2002,"AL"
"guarded01",2003,"AL"
"gubicma01",1988,"AL"
"gubicma01",1989,"AL"
"guerrpe01",1981,"NL"
"guerrpe01",1983,"NL"
"guerrpe01",1985,"NL"
"guerrpe01",1987,"NL"
"guerrpe01",1989,"NL"
"guerrvl01",1999,"NL"
"guerrvl01",2000,"NL"
"guerrvl01",2001,"NL"
"guerrvl01",2002,"NL"
"guerrvl01",2004,"AL"
"guerrvl01",2005,"AL"
"guerrvl01",2006,"AL"
"guerrvl01",2007,"AL"
"guerrvl01",2010,"AL"
"guidrro01",1978,"AL"
"guidrro01",1979,"AL"
"guidrro01",1982,"AL"
"guidrro01",1983,"AL"
"guillca01",2004,"AL"
"guillca01",2007,"AL"
"guillca01",2008,"AL"
"guilloz01",1988,"AL"
"guilloz01",1990,"AL"
"guilloz01",1991,"AL"
"gumpera01",1951,"AL"
"gurala01",1980,"AL"
"gustifr01",1946,"NL"
"gustifr01",1947,"NL"
"gustifr01",1948,"NL"
"guzmacr01",2001,"AL"
"guzmacr01",2008,"NL"
"guzmaju01",1992,"AL"
"gwynnto01",1984,"NL"
"gwynnto01",1985,"NL"
"gwynnto01",1986,"NL"
"gwynnto01",1987,"NL"
"gwynnto01",1989,"NL"
"gwynnto01",1990,"NL"
"gwynnto01",1991,"NL"
"gwynnto01",1992,"NL"
"gwynnto01",1993,"NL"
"gwynnto01",1994,"NL"
"gwynnto01",1995,"NL"
"gwynnto01",1996,"NL"
"gwynnto01",1997,"NL"
"gwynnto01",1998,"NL"
"gwynnto01",1999,"NL"
"haasbe01",1947,"NL"
"hackst01",1938,"NL"
"hackst01",1939,"NL"
"hackst01",1941,"NL"
"hackst01",1943,"NL"
"hackst01",1945,"NL"
"haddiha01",1953,"NL"
"haddiha01",1954,"NL"
"haddiha01",1955,"NL"
"hafeych01",1933,"NL"
"hallabi01",1933,"NL"
"hallaro01",2002,"AL"
"hallaro01",2003,"AL"
"hallaro01",2005,"AL"
"hallaro01",2006,"AL"
"hallaro01",2008,"AL"
"hallaro01",2009,"AL"
"hallaro01",2010,"NL"
"halleto01",1966,"NL"
"halleto01",1967,"NL"
"halleto01",1968,"NL"
"hallji02",1964,"AL"
"hallji02",1965,"AL"
"hamelco01",2007,"NL"
"hamiljo03",2008,"AL"
"hamiljo03",2009,"AL"
"hamiljo03",2010,"AL"
"hammaat01",1983,"NL"
"hammoje01",2000,"NL"
"hamnegr01",1952,"NL"
"hamnegr01",1953,"NL"
"hamnegr01",1954,"NL"
"hamptmi01",1999,"NL"
"hamptmi01",2001,"NL"
"hansero02",1960,"AL"
"hansoer01",1995,"AL"
"hardeme01",1934,"AL"
"hardeme01",1935,"AL"
"hardeme01",1936,"AL"
"hardeme01",1937,"AL"
"hardyjj01",2007,"NL"
"harenda01",2007,"AL"
"harenda01",2008,"NL"
"harenda01",2009,"NL"
"hargast01",1967,"AL"
"hargrmi01",1975,"AL"
"harnipe01",1991,"NL"
"harpeto01",1970,"AL"
"harrato01",1972,"AL"
"harrato01",1975,"AL"
"harrato01",1976,"AL"
"harrato01",1982,"AL"
"harrebu01",1970,"NL"
"harrebu01",1971,"NL"
"harreke01",1968,"AL"
"harrimi01",1946,"AL"
"hartco01",2008,"NL"
"hartco01",2010,"NL"
"hartji01",1966,"NL"
"hartnga01",1933,"NL"
"hartnga01",1934,"NL"
"hartnga01",1935,"NL"
"hartnga01",1936,"NL"
"hartnga01",1937,"NL"
"hartnga01",1938,"NL"
"harvebr01",1991,"AL"
"harvebr01",1993,"NL"
"harveke01",2004,"AL"
"hasegsh01",2003,"AL"
"hattogr01",1952,"NL"
"hawpebr01",2009,"NL"
"hayesfr01",1939,"AL"
"hayesfr01",1940,"AL"
"hayesfr01",1941,"AL"
"hayesfr01",1944,"AL"
"hayesfr01",1945,"AL"
"hayesfr01",1946,"AL"
"hayesvo01",1989,"NL"
"haynejo01",1948,"AL"
"hearnji01",1952,"NL"
"heathje01",1941,"AL"
"heathje01",1943,"AL"
"heatone01",1990,"NL"
"heganji01",1947,"AL"
"heganji01",1949,"AL"
"heganji01",1950,"AL"
"heganji01",1951,"AL"
"heganji01",1952,"AL"
"heganmi01",1969,"AL"
"helmsto01",1967,"NL"
"helmsto01",1968,"NL"
"heltoto01",2000,"NL"
"heltoto01",2001,"NL"
"heltoto01",2002,"NL"
"heltoto01",2003,"NL"
"heltoto01",2004,"NL"
"hemslro01",1935,"AL"
"hemslro01",1936,"AL"
"hemslro01",1939,"AL"
"hemslro01",1940,"AL"
"hemslro01",1944,"AL"
"hendeda01",1991,"AL"
"henderi01",1980,"AL"
"henderi01",1982,"AL"
"henderi01",1983,"AL"
"henderi01",1984,"AL"
"henderi01",1985,"AL"
"henderi01",1986,"AL"
"henderi01",1987,"AL"
"henderi01",1988,"AL"
"henderi01",1990,"AL"
"henderi01",1991,"AL"
"hendrge01",1974,"AL"
"hendrge01",1975,"AL"
"hendrge01",1980,"NL"
"hendrge01",1983,"NL"
"henketo01",1987,"AL"
"henketo01",1995,"NL"
"hennemi01",1989,"AL"
"henrito01",1942,"AL"
"henrito01",1947,"AL"
"henrito01",1948,"AL"
"henrito01",1949,"AL"
"henrito01",1950,"AL"
"henrybi01",1960,"NL"
"hentgpa01",1993,"AL"
"hentgpa01",1994,"AL"
"hentgpa01",1997,"AL"
"herbera01",1962,"AL"
"hermabi01",1934,"NL"
"hermabi01",1935,"NL"
"hermabi01",1936,"NL"
"hermabi01",1937,"NL"
"hermabi01",1938,"NL"
"hermabi01",1939,"NL"
"hermabi01",1940,"NL"
"hermabi01",1941,"NL"
"hermabi01",1942,"NL"
"hermabi01",1943,"NL"
"hernafe02",2009,"AL"
"hernajo01",2002,"NL"
"hernake01",1979,"NL"
"hernake01",1980,"NL"
"hernake01",1984,"NL"
"hernake01",1986,"NL"
"hernake01",1987,"NL"
"hernali01",2004,"NL"
"hernali01",2005,"NL"
"hernara02",2003,"AL"
"hernaro01",1996,"AL"
"hernaro01",1999,"AL"
"hernawi01",1984,"AL"
"hernawi01",1985,"AL"
"hernawi01",1986,"AL"
"herrmed01",1974,"AL"
"herrto01",1985,"NL"
"hershor01",1987,"NL"
"hershor01",1988,"NL"
"hershor01",1989,"NL"
"heywaja01",2010,"NL"
"hickmji02",1970,"NL"
"higbeki01",1940,"NL"
"higbeki01",1946,"NL"
"higgipi01",1934,"AL"
"higgipi01",1936,"AL"
"higgipi01",1944,"AL"
"higuete01",1986,"AL"
"hildeor01",1933,"AL"
"hillaa01",2009,"AL"
"hillejo01",1974,"AL"
"hillesh02",2002,"AL"
"hillesh02",2005,"AL"
"hillke01",1994,"NL"
"hintoch01",1964,"AL"
"hislela01",1977,"AL"
"hislela01",1978,"AL"
"hoagmy01",1939,"AL"
"hoakdo01",1957,"NL"
"hockeor01",1944,"AL"
"hodgegi01",1949,"NL"
"hodgegi01",1950,"NL"
"hodgegi01",1951,"NL"
"hodgegi01",1952,"NL"
"hodgegi01",1953,"NL"
"hodgegi01",1954,"NL"
"hodgegi01",1955,"NL"
"hodgegi01",1957,"NL"
"hoeftbi01",1955,"AL"
"hoernjo01",1970,"NL"
"hoffmtr01",1998,"NL"
"hoffmtr01",1999,"NL"
"hoffmtr01",2000,"NL"
"hoffmtr01",2002,"NL"
"hoffmtr01",2006,"NL"
"hoffmtr01",2007,"NL"
"hoffmtr01",2009,"NL"
"hollaal01",1984,"NL"
"hollida01",1993,"NL"
"hollima01",2006,"NL"
"hollima01",2007,"NL"
"hollima01",2008,"NL"
"hollima01",2010,"NL"
"holmeto01",1945,"NL"
"holmeto01",1948,"NL"
"holtzke01",1972,"AL"
"holtzke01",1973,"AL"
"honeyri01",1980,"AL"
"honeyri01",1983,"AL"
"hootobu01",1981,"NL"
"hoppjo01",1946,"NL"
"horlejo01",1967,"AL"
"hornebo01",1982,"NL"
"hortowi01",1965,"AL"
"hortowi01",1968,"AL"
"hortowi01",1970,"AL"
"hortowi01",1973,"AL"
"houghch01",1986,"AL"
"houttar01",1950,"AL"
"howarel01",1957,"AL"
"howarel01",1958,"AL"
"howarel01",1959,"AL"
"howarel01",1960,"AL"
"howarel01",1961,"AL"
"howarel01",1962,"AL"
"howarel01",1963,"AL"
"howarel01",1964,"AL"
"howarel01",1965,"AL"
"howarfr01",1968,"AL"
"howarfr01",1969,"AL"
"howarfr01",1970,"AL"
"howarfr01",1971,"AL"
"howarry01",2006,"NL"
"howarry01",2009,"NL"
"howarry01",2010,"NL"
"howelja01",1985,"AL"
"howelja01",1987,"AL"
"howelja01",1989,"NL"
"howelro02",1978,"AL"
"howest01",1982,"NL"
"howsedi01",1961,"AL"
"hoytla01",1985,"NL"
"hrbekke01",1982,"AL"
"hubbagl01",1983,"NL"
"hubbeca01",1933,"NL"
"hubbeca01",1934,"NL"
"hubbeca01",1935,"NL"
"hubbeca01",1936,"NL"
"hubbeca01",1937,"NL"
"hubbeca01",1938,"NL"
"hubbeca01",1940,"NL"
"hubbeca01",1941,"NL"
"hubbeca01",1942,"NL"
"hudekjo01",1994,"NL"
"hudsoor01",2007,"NL"
"hudsoor01",2009,"NL"
"hudsosi01",1941,"AL"
"hudsosi01",1942,"AL"
"hudsoti01",2000,"AL"
"hudsoti01",2004,"AL"
"hudsoti01",2010,"NL"
"hugheph01",2010,"AL"
"hughste01",1942,"AL"
"hughste01",1943,"AL"
"hughste01",1944,"AL"
"humeto01",1982,"NL"
"hundlra01",1969,"NL"
"hundlto01",1996,"NL"
"hundlto01",1997,"NL"
"huntebi03",1953,"AL"
"hunteca01",1966,"AL"
"hunteca01",1967,"AL"
"hunteca01",1970,"AL"
"hunteca01",1972,"AL"
"hunteca01",1973,"AL"
"hunteca01",1974,"AL"
"hunteca01",1975,"AL"
"hunteca01",1976,"AL"
"hunteto01",2002,"AL"
"hunteto01",2007,"AL"
"hunteto01",2009,"AL"
"hunteto01",2010,"AL"
"huntro01",1964,"NL"
"huntro01",1966,"NL"
"hurstbr01",1987,"AL"
"hutchfr01",1951,"AL"
"ibanera01",2009,"NL"
"infanom01",2010,"NL"
"ingebr01",2009,"AL"
"irvinmo01",1952,"NL"
"isrinja01",2000,"AL"
"isrinja01",2005,"NL"
"izturce01",2005,"NL"
"jablora01",1954,"NL"
"jacksbo01",1989,"AL"
"jacksda02",1988,"NL"
"jacksda02",1994,"NL"
"jacksed01",2009,"AL"
"jacksgr01",1969,"NL"
"jacksla01",1957,"NL"
"jacksla01",1958,"NL"
"jacksla01",1960,"NL"
"jacksla01",1963,"NL"
"jacksra01",1954,"NL"
"jacksra01",1955,"NL"
"jacksre01",1969,"AL"
"jacksre01",1971,"AL"
"jacksre01",1972,"AL"
"jacksre01",1973,"AL"
"jacksre01",1974,"AL"
"jacksre01",1975,"AL"
"jacksre01",1977,"AL"
"jacksre01",1978,"AL"
"jacksre01",1979,"AL"
"jacksre01",1980,"AL"
"jacksre01",1981,"AL"
"jacksre01",1982,"AL"
"jacksre01",1983,"AL"
"jacksre01",1984,"AL"
"jackstr01",1934,"NL"
"jacobbr01",1986,"AL"
"jacobbr01",1990,"AL"
"jahajo01",1999,"AL"
"jansela01",1950,"NL"
"jansela01",1951,"NL"
"javeral01",1943,"NL"
"javeral01",1944,"NL"
"javieju01",1963,"NL"
"javieju01",1968,"NL"
"jayjo01",1961,"NL"
"jeffegr01",1993,"NL"
"jeffegr01",1994,"NL"
"jenkife01",1967,"NL"
"jenkife01",1971,"NL"
"jenkife01",1972,"NL"
"jenkige01",2003,"NL"
"jenksbo01",2006,"AL"
"jenksbo01",2007,"AL"
"jenseja01",1952,"AL"
"jenseja01",1955,"AL"
"jenseja01",1958,"AL"
"jeterde01",1998,"AL"
"jeterde01",1999,"AL"
